,cpd_mnth_id,cpd_dt,cluster_name_adjusted,mrch_catg_cd,mrch_catg_rlup_nm,merchant,cp_flag,domestic_flag,intraregion_flag,interregion_flag,city_name,country_code,spend
19,202305,2023-05-12,Family,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,10.1
20,202305,2023-05-12,Family,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,10.1
21,202305,2023-05-19,Family,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,0.99
22,202305,2023-05-19,Family,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,0.99
23,202306,2023-06-19,Family,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,1.02
24,202306,2023-06-19,Family,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,1.02
25,202307,2023-07-19,Family,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,1.04
26,202307,2023-07-19,Family,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,1.04
27,202305,2023-05-04,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,28.9
28,202305,2023-05-04,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,28.9
29,202306,2023-06-03,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,28.81
30,202306,2023-06-03,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,28.81
31,202307,2023-07-04,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,APPLE.COM/BILL,0,0,1,0,Not_Available,372,29.21
32,202307,2023-07-04,Urban Spenders,5818,LARGE DIGITAL GOODS MERCHANT,ITUNES MUSIC STORE,0,0,1,0,Not_Available,372,29.21
33,202305,2023-05-10,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,97.83
34,202305,2023-05-24,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,106.92
35,202306,2023-06-04,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,120.63
36,202306,2023-06-14,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,105.38
37,202306,2023-06-28,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,134.85
38,202307,2023-07-06,Frugal Family,5411,GROCERY STORES/SUPERMARKETS,WM MORRISON,0,1,0,0,Not_Available,826,109.95
39,202306,2023-06-13,Urban Spenders,4812,TELECOMMUNICATION EQUIPMENT,AMPAY,0,1,0,0,Not_Available,826,75.64
40,202307,2023-07-08,Frugal Family,8398,CHARITABLE/SOC SERVICE ORGS,AGE UK,1,1,0,0,Not_Available,826,24.51
41,202305,2023-05-06,Family,5992,FLORISTS,FREDDIES FLOWERS,0,1,0,0,Not_Available,826,36.7
42,202305,2023-05-06,Family,5992,FLORISTS,FREDDIES FLOWERS,0,1,0,0,Not_Available,826,36.7
43,202306,2023-06-03,Family,5992,FLORISTS,FREDDIES FLOWERS,0,1,0,0,Not_Available,826,36.4
44,202306,2023-06-03,Family,5992,FLORISTS,FREDDIES FLOWERS,0,1,0,0,Not_Available,826,36.4
45,202307,2023-07-06,Urban Spenders,4722,TRAVEL AGENCIES,AIRBNB ,0,1,0,0,Not_Available,826,117.98
46,202307,2023-07-06,Urban Spenders,4722,TRAVEL AGENCIES,AIRBNB GLOBAL NETWORK,0,1,0,0,Not_Available,826,117.98
47,202307,2023-07-23,Affluent Segment,5941,SPORTING GOODS STORES,SUTTON SPORTS DIRECT,1,1,0,0,Not_Available,826,49.3
48,202307,2023-07-24,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,2.57
49,202307,2023-07-25,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,6.43
50,202305,2023-05-10,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,11.37
51,202306,2023-06-13,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,7.55
52,202307,2023-07-27,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,6.47
53,202306,2023-06-17,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,14.12
54,202307,2023-07-24,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,6.44
55,202305,2023-05-23,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,Not_Available,826,9.32
56,202305,2023-05-14,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,Not_Available,826,6.26
57,202305,2023-05-14,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,PRIME VIDEO CHANNELS,0,1,0,0,Not_Available,826,6.26
58,202306,2023-06-14,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,PRIME VIDEO CHANNELS,0,1,0,0,Not_Available,826,6.3
59,202306,2023-06-14,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,Not_Available,826,6.3
60,202307,2023-07-14,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,Not_Available,826,6.56
61,202307,2023-07-14,Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,PRIME VIDEO CHANNELS,0,1,0,0,Not_Available,826,6.56
62,202305,2023-05-10,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,11.37
63,202305,2023-05-23,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,9.32
64,202305,2023-05-27,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.CO.UK,0,1,0,0,Not_Available,826,4.95
65,202305,2023-05-27,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.COM,0,1,0,0,Not_Available,826,4.95
66,202306,2023-06-13,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,7.55
67,202306,2023-06-17,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,14.12
68,202306,2023-06-27,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.CO.UK,0,1,0,0,Not_Available,826,5.09
69,202306,2023-06-27,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.COM,0,1,0,0,Not_Available,826,5.09
70,202307,2023-07-24,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,6.44
71,202307,2023-07-24,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,2.57
72,202307,2023-07-25,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,6.43
73,202307,2023-07-27,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.COM,0,1,0,0,Not_Available,826,5.17
74,202307,2023-07-27,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,Not_Available,826,6.47
75,202307,2023-07-27,Frugal Family,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,AMAZON.CO.UK,0,1,0,0,Not_Available,826,5.17
76,202305,2023-05-13,Affluent Segment,8999,PROFESSIONAL SERVICES - DEF,PAYPAL,0,1,0,0,Not_Available,826,3.76
77,202305,2023-05-19,Affluent Segment,8999,PROFESSIONAL SERVICES - DEF,PAYPAL,0,1,0,0,Not_Available,826,2.5
78,202305,2023-05-26,Affluent Segment,4899,"CABLE, SAT, PAY TV/RADIO SVCS",PAYPAL,0,1,0,0,Not_Available,826,13.62
79,202305,2023-05-29,Affluent Segment,5734,COMPUTER SOFTWARE STORES,PAYPAL,0,1,0,0,Not_Available,826,8.67
80,202305,2023-05-30,Affluent Segment,8999,PROFESSIONAL SERVICES - DEF,PAYPAL,0,1,0,0,Not_Available,826,6.2
81,202306,2023-06-01,Affluent Segment,5621,WOMENS READY TO WEAR STORES,PAYPAL,0,1,0,0,Not_Available,826,96.78
82,202306,2023-06-03,Affluent Segment,5621,WOMENS READY TO WEAR STORES,PAYPAL,0,1,0,0,Not_Available,826,70.25
83,202306,2023-06-26,Affluent Segment,4899,"CABLE, SAT, PAY TV/RADIO SVCS",PAYPAL,0,1,0,0,Not_Available,826,14.02
84,202306,2023-06-29,Affluent Segment,5734,COMPUTER SOFTWARE STORES,PAYPAL,0,1,0,0,Not_Available,826,8.92
85,202307,2023-07-08,Affluent Segment,8999,PROFESSIONAL SERVICES - DEF,PAYPAL,0,1,0,0,Not_Available,826,2.57
86,202307,2023-07-12,Affluent Segment,5331,VARIETY STORES,PAYPAL,0,1,0,0,Not_Available,826,56.05
87,202307,2023-07-26,Affluent Segment,4899,"CABLE, SAT, PAY TV/RADIO SVCS",PAYPAL,0,1,0,0,Not_Available,826,14.18
88,202307,2023-07-29,Affluent Segment,5734,COMPUTER SOFTWARE STORES,PAYPAL,0,1,0,0,Not_Available,826,9.01
89,202305,2023-05-10,Frugal Family,5941,SPORTING GOODS STORES,PAYPAL,0,1,0,0,Not_Available,826,44.02
90,202306,2023-06-13,Frugal Family,5331,VARIETY STORES,PAYPAL,0,1,0,0,Not_Available,826,17.65
91,202306,2023-06-13,Frugal Family,5970,ARTIST/CRAFT SHOPS,PAYPAL,0,1,0,0,Not_Available,826,4.6
92,202306,2023-06-21,Frugal Family,4112,PASSENGER RAILWAYS,PAYPAL,0,1,0,0,Not_Available,826,24.99
93,202307,2023-07-12,Frugal Family,5661,SHOE STORES,PAYPAL,0,1,0,0,Not_Available,826,95.06
94,202307,2023-07-25,Frugal Family,5499,MISC FOOD STORES - DEFAULT,PAYPAL,0,1,0,0,Not_Available,826,16.37
95,202305,2023-05-02,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,2.5
96,202305,2023-05-02,Urban Spenders,7278,BUYING/SHOPPING SERVICES,PAYPAL,0,1,0,0,Not_Available,826,50.32
97,202305,2023-05-02,Urban Spenders,4814,TELECOMMUNICATION SERVICES,PAYPAL,0,1,0,0,Not_Available,826,12.58
98,202305,2023-05-06,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,25.64
99,202305,2023-05-07,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,2.57
100,202305,2023-05-26,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,21.37
101,202305,2023-05-26,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,2.14
102,202305,2023-05-26,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,38.25
103,202305,2023-05-26,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,11.0
104,202305,2023-05-28,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,1.26
105,202305,2023-05-31,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,22.55
106,202306,2023-06-01,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,0,1,0,Not_Available,528,3.39
107,202306,2023-06-02,Urban Spenders,4814,TELECOMMUNICATION SERVICES,PAYPAL,0,1,0,0,Not_Available,826,12.54
108,202306,2023-06-04,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,2.41
109,202306,2023-06-04,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,16.08
110,202306,2023-06-08,Urban Spenders,7011,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,52.63
111,202306,2023-06-17,Urban Spenders,7832,MOTION PICTURE THEATRES,PAYPAL,0,1,0,0,Not_Available,826,28.21
112,202307,2023-07-02,Urban Spenders,4814,TELECOMMUNICATION SERVICES,PAYPAL,0,1,0,0,Not_Available,826,12.73
113,202307,2023-07-04,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,20.26
114,202307,2023-07-06,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,20.42
115,202307,2023-07-06,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,3.04
116,202307,2023-07-07,Urban Spenders,5812,RESTAURANTS,PAYPAL,0,1,0,0,Not_Available,826,2.05
117,202307,2023-07-16,Urban Spenders,5811,CATERERS,PAYPAL,0,1,0,0,Not_Available,826,17.09
118,202305,2023-05-05,Urban Spenders,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,PAYPAL,0,0,0,1,Not_Available,124,5.32
119,202305,2023-05-09,Urban Spenders,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,PAYPAL,0,0,0,1,Not_Available,124,2.31
120,202306,2023-06-09,Urban Spenders,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,PAYPAL,0,0,0,1,Not_Available,124,2.32
121,202307,2023-07-09,Urban Spenders,5815,DIGITAL GOODS BOOKSMOVIEMUSIC,PAYPAL,0,0,0,1,Not_Available,124,2.33
122,202307,2023-07-11,Urban Spenders,5200,HOME SUPPLY WAREHOUSE STORES,PAYPAL,0,0,0,1,Not_Available,702,32.15
123,202307,2023-07-15,Urban Spenders,5499,MISC FOOD STORES - DEFAULT,NYA BP,1,1,0,0,Not_Available,826,1.31
124,202307,2023-07-15,Urban Spenders,5499,MISC FOOD STORES - DEFAULT,NYA,1,1,0,0,Not_Available,826,1.31
125,202305,2023-05-01,Urban Spenders,4899,"CABLE, SAT, PAY TV/RADIO SVCS",NETFLIX,0,0,0,1,Not_Available,124,17.53
126,202305,2023-05-31,Urban Spenders,4899,"CABLE, SAT, PAY TV/RADIO SVCS",NETFLIX,0,0,0,1,Not_Available,124,17.45
127,202307,2023-07-01,Urban Spenders,4899,"CABLE, SAT, PAY TV/RADIO SVCS",NETFLIX,0,0,0,1,Not_Available,124,17.92
128,202307,2023-07-31,Urban Spenders,4899,"CABLE, SAT, PAY TV/RADIO SVCS",NETFLIX,0,0,0,1,Not_Available,124,17.97
129,202305,2023-05-18,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,36.66
130,202305,2023-05-20,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,50.82
131,202305,2023-05-24,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,10.63
132,202305,2023-05-28,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,17.65
133,202306,2023-06-07,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,32.15
134,202306,2023-06-29,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,9.48
135,202307,2023-07-06,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,18.34
136,202307,2023-07-07,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,15.23
137,202307,2023-07-20,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,15.28
138,202307,2023-07-22,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60AY,826,15.46
139,202305,2023-05-05,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60JS,826,77.04
140,202307,2023-07-05,Frugal Family,5541,SERVICE STATIONS,TEXACO,1,1,0,0,CW60JS,826,63.88
141,202305,2023-05-19,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AUDIBLE INC,0,1,0,0,adbl.co/pymt,826,9.98
142,202305,2023-05-19,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AUDIBLE UK,0,1,0,0,adbl.co/pymt,826,9.98
143,202306,2023-06-19,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AUDIBLE INC,0,1,0,0,adbl.co/pymt,826,10.27
144,202306,2023-06-19,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AUDIBLE UK,0,1,0,0,adbl.co/pymt,826,10.27
145,202306,2023-06-27,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,14.31
146,202305,2023-05-03,Family,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,123.9
147,202305,2023-05-22,Frugal Family,5735,RECORD STORES,AMAZON MUSIC,0,1,0,0,amazon.co.uk,826,6.23
148,202306,2023-06-22,Frugal Family,5735,RECORD STORES,AMAZON MUSIC,0,1,0,0,amazon.co.uk,826,6.39
149,202305,2023-05-20,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,17.24
150,202306,2023-06-26,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,7.65
151,202307,2023-07-04,Frugal Family,5942,BOOK STORES,AMZN MKTP UK,0,0,0,1,AMAZON.CO.UK,840,3.0
152,202306,2023-06-04,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,50.2
153,202306,2023-06-13,Family,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,31.52
154,202306,2023-06-10,Family,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,74.27
155,202307,2023-07-16,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,299.98
156,202307,2023-07-22,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,32.27
157,202307,2023-07-13,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,20.52
158,202307,2023-07-19,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,4.45
159,202307,2023-07-23,Frugal Family,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,9.63
160,202307,2023-07-01,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.CO.UK,0,1,0,0,AMAZON.CO.UK,826,25.6
161,202307,2023-07-22,Frugal Family,5735,RECORD STORES,AMAZON MUSIC,0,1,0,0,amazon.co.uk,826,6.44
162,202305,2023-05-23,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,18.95
163,202305,2023-05-23,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,18.95
164,202306,2023-06-04,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON,0,1,0,0,AMAZON.CO.UK,826,50.2
165,202306,2023-06-12,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,6.41
166,202306,2023-06-12,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,6.41
167,202306,2023-06-28,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,38.01
168,202306,2023-06-28,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,38.01
169,202307,2023-07-04,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,8.9
170,202307,2023-07-04,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,8.9
171,202307,2023-07-13,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,89.58
172,202307,2023-07-13,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,20.52
173,202307,2023-07-13,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,89.58
174,202307,2023-07-17,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,83.74
175,202307,2023-07-17,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,83.74
176,202307,2023-07-19,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,4.45
177,202307,2023-07-22,Affluent Segment,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,32.27
178,202307,2023-07-29,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,12.88
179,202307,2023-07-29,Affluent Segment,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,12.88
180,202305,2023-05-03,Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,12.5
181,202305,2023-05-03,Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,12.5
182,202305,2023-05-03,Family,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,123.9
183,202305,2023-05-12,Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,63.82
184,202305,2023-05-12,Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,63.82
185,202305,2023-05-21,Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,10.68
186,202305,2023-05-21,Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,10.68
187,202305,2023-05-24,Family,5999,MISC SPECIALTY RETAIL,AMAZON,0,1,0,0,amazon.co.uk,826,74.46
188,202305,2023-05-24,Family,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,amazon.co.uk,826,74.46
189,202306,2023-06-10,Family,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,74.27
190,202306,2023-06-13,Family,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,31.52
191,202306,2023-06-17,Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,69.35
192,202306,2023-06-17,Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,69.35
193,202305,2023-05-09,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,16.46
194,202305,2023-05-09,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,16.46
195,202305,2023-05-17,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,21.32
196,202305,2023-05-17,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,21.32
197,202305,2023-05-17,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,30.7
198,202305,2023-05-17,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,30.7
199,202305,2023-05-22,Frugal Family,5735,RECORD STORES,AMAZON.COM,0,1,0,0,amazon.co.uk,826,6.23
